1.23257,-1.2161
1.33691,-1.34969
1.26798,-1.22433
1.17578,-1.39534
1.12349,-1.35088
1.23863,-1.43908
1.16132,-1.40968
1.22589,-1.42417
1.10042,-1.49267
1.29046,-1.28826
1.20902,-1.35819
1.2633,-1.19932
1.29545,-1.06781
1.12625,-1.18352
1.18476,-1.22742
1.14206,-1.26946
1.14187,-1.26238
1.10942,-1.31173
1.13067,-1.27086
1.29592,-1.02934
1.30186,-1.47539
1.24759,-1.32583
1.20549,-1.41646
1.26324,-1.17681
1.35932,-1.44589
1.13197,-1.43978
1.34298,-1.32943
1.29026,-1.34558
1.13625,-1.38941
1.50617,-1.33514
1.32806,-1.14737
1.27335,-1.36631
1.17158,-1.26242
1.17632,-1.29312
1.10039,-1.45357
1.2663,-1.27797
1.33291,-1.25216
1.21446,-1.30567
1.15077,-1.27674
1.28182,-1.29418
1.26935,-1.49214
1.28315,-1.31759
1.18193,-1.15419
1.21206,-1.33047
1.50457,-1.29522
1.2205,-1.44921
1.50495,-1.19919
1.26453,-1.2676
1.39819,-1.30469
1.18952,-1.44394
1.17539,-1.48263
1.23902,-1.12541
1.2582,-1.4568
1.19488,-1.313
1.09914,-1.22428
1.14847,-1.21001
1.20488,-1.54986
1.10921,-1.25701
1.16641,-1.19771
1.49019,-1.25774
1.26405,-1.34737
1.42618,-1.34182
1.32844,-1.32286
1.44042,-1.31086
1.31276,-1.25217
1.25502,-1.32381
1.30673,-1.24115
1.19528,-1.34081
1.15618,-1.52268
1.25216,-1.27804
1.38156,-1.25189
1.24017,-1.25663
1.16444,-1.17761
1.25196,-1.34891
1.31538,-1.20025
1.26527,-1.25808
1.21584,-1.48597
1.25694,-1.25454
1.33355,-1.22849
1.31062,-1.32401
1.27526,-1.24269
1.15755,-1.32265
1.27862,-1.27973
1.29509,-1.28676
1.21008,-1.29587
1.19043,-1.21002
1.32239,-1.21676
1.26886,-1.36402
1.18125,-1.25377
1.38232,-1.45688
1.19932,-1.40694
1.38531,-1.43767
1.37089,-1.13283
1.43281,-1.31613
1.33416,-1.47917
1.16891,-1.30724
1.23955,-1.31313
1.3566,-1.27285
1.37615,-1.27607
1.29274,-1.34048
1.29902,-1.18629
1.36915,-1.2597
1.30254,-1.16327
1.24544,-1.21663
1.28475,-1.33154
1.25971,-1.2925
1.25761,-1.38062
1.43408,-1.15518
1.30607,-1.35048
1.18182,-1.17793
1.17469,-1.12251
1.31949,-1.43416
1.3935,-0.976351
1.2342,-1.17798
1.43165,-1.41719
1.24709,-1.22741
1.37917,-1.28049
1.36759,-1.27274
1.28996,-1.21226
1.29053,-1.32993
1.32963,-1.23747
1.194,-1.23069
1.28979,-1.32546
1.35656,-1.28392
1.41812,-1.25223
1.3196,-1.32224
1.1961,-1.41764
1.24129,-1.22629
1.14745,-1.44721
1.1988,-1.48643
1.33677,-1.41816
1.16588,-1.2933
1.22787,-1.04041
1.33045,-1.1331
1.16644,-1.02242
1.34372,-1.30825
1.39847,-1.27354
1.40423,-1.31494
1.24301,-1.26667
1.13362,-1.2621
1.19802,-1.39407
1.21758,-1.25432
1.2346,-1.19074
1.20297,-1.28795
1.25865,-1.25987
1.2481,-1.31015
1.53174,-1.43191
1.27278,-1.10244
1.22433,-1.04048
1.16603,-1.16567
1.20713,-1.1482
1.21592,-1.06974
1.20482,-1.33148
1.20806,-1.36598
1.28678,-1.2286
1.36825,-1.35229
1.29401,-1.30684
1.35508,-1.36586
1.25669,-1.31903
1.16754,-1.20666
1.20665,-1.31184
1.20612,-1.29529
1.34266,-1.17397
1.16537,-1.20892
1.23448,-1.15236
1.20687,-1.0888
1.31826,-1.02748
1.14087,-1.20411
1.23466,-1.11273
1.19107,-1.0757
1.15255,-1.07982
1.16051,-1.03
1.28328,-1.2623
1.165,-0.944166
1.33425,-1.11814
1.34162,-1.30425
1.23062,-1.3307
1.3018,-1.21788
1.29605,-1.0922
1.17696,-1.13277
1.42207,-1.04931
1.24956,-1.14927
1.40665,-1.07971
1.36444,-1.22624
1.31055,-1.04525
1.35772,-1.147
1.24474,-1.13002
1.28192,-1.02675
1.27207,-1.10179
1.13449,-1.05501
0.0672956,-0.0496558
1.20355,-1.09604
1.27038,-1.15231
1.14279,-1.00742
1.17631,-1.01325
1.17863,-0.9701
1.22504,-1.22778
1.31162,-1.13132
1.29514,-1.05172
1.29174,-1.11085
1.16731,-1.36425
1.23238,-1.08426
1.29457,-1.31862
1.17213,-1.17006
1.18907,-1.0776
1.17953,-1.04901
1.33538,-1.09294
1.1331,-1.04564
1.33531,-1.2086
1.24662,-1.0791
1.21638,-1.21848
1.18273,-1.15981
1.53098,-1.0583
1.25252,-1.19491
1.26132,-1.44364
1.23284,-0.973053
1.2187,-1.09492
1.37546,-1.23312
1.24995,-0.942831
1.2712,-1.05384
1.15798,-1.01175
1.32364,-1.17898
1.27807,-1.10631
1.21836,-0.972152
1.19282,-1.02095
1.39083,-1.09402
1.26205,-1.06142
1.229,-1.09657
1.15983,-1.33241
1.17603,-1.02009
1.19295,-1.16463
1.2066,-1.03035
1.20134,-1.14826
1.20667,-0.96803
1.16832,-1.06808
1.25202,-1.15473
1.20773,-1.06098
1.25884,-1.2071
1.21441,-1.0658
1.21943,-1.11333
1.26643,-1.03094
1.19159,-1.12083
1.31634,-1.02992
1.32181,-1.1802
1.08812,-1.02546
1.22073,-1.10256
1.27937,-1.08691
1.22009,-1.12537
1.16644,-1.05011
1.12443,-1.08134
1.33992,-1.10332
1.19535,-1.02822
1.13599,-1.06406
1.35946,-1.03993
1.11892,-1.02502
1.23271,-1.11386
1.14416,-1.08934
1.21765,-1.08821
1.31318,-1.06754
1.23848,-1.27818
1.34262,-1.00337
1.21151,-0.970205
1.23917,-1.51481
1.23797,-1.10425
1.18968,-1.1112
1.20495,-0.963222
1.26031,-0.98264
1.22985,-1.09822
1.18992,-1.09986
1.20225,-1.03936
1.22455,-1.10414
1.35186,-1.4072
1.15122,-1.05277
1.24029,-1.00031
1.29684,-1.08978
1.35377,-1.07073
1.24828,-1.18846
1.32496,-1.0026
1.22998,-1.08107
1.24715,-1.04468
1.16895,-1.23277
1.27927,-1.0865
1.2574,-0.973212
1.23483,-1.05176
1.29462,-1.06021
1.14321,-1.12872
1.19597,-1.05448
1.25697,-1.13038
1.34006,-1.11101
1.23649,-1.07496
1.23285,-1.16577
1.25271,-1.01187
1.16477,-1.06501
1.25857,-1.13138
1.27192,-1.0116
1.22024,-1.07995
1.25832,-1.01445
1.19261,-1.07099
1.23765,-1.0199
1.27897,-1.0301
1.22114,-1.02713
1.19579,-1.08391
1.39084,-1.11989
1.3097,-1.08077
1.15235,-0.932253
1.14332,-1.26139
1.27668,-1.08682
1.32761,-1.15009
1.2051,-0.990639
1.26093,-1.01323
1.31913,-1.24645
1.16086,-1.15581
1.24461,-1.07405
1.24734,-1.09374
1.22248,-1.10447
1.25995,-1.05352
1.32362,-1.10319
1.16318,-1.13285
1.19771,-1.05811
1.15425,-1.01389
1.24209,-1.10277
1.18086,-1.06577
1.17284,-1.03578
1.19545,-1.06479
1.19553,-1.13295
1.32554,-1.10442
1.1385,-1.16504
1.25161,-1.02708
1.22876,-1.0336
1.2079,-0.984166
1.13136,-1.13285
1.17271,-1.04561
1.14373,-1.08863
1.26399,-1.19126
1.17931,-1.03478
0.702067,-0.556098
1.20422,-1.08533
1.19203,-1.0577
1.25174,-1.04423
1.26654,-1.09808
1.22802,-1.04252
1.17165,-1.05005
1.23304,-0.970011
1.4248,-1.0755
1.30085,-1.04105
1.15795,-1.30882
1.22629,-1.08342
1.21275,-1.02566
1.21554,-1.01279
1.25268,-1.08816
1.28044,-1.09803
1.23309,-1.11962
1.21104,-1.08425
1.34312,-0.961879
1.26167,-1.14213
1.34531,-1.08786
1.22405,-1.06112
1.19291,-1.04103
1.23854,-1.072
1.20768,-1.12353
1.20803,-1.1461
1.31213,-1.04873
1.31326,-1.09772
1.22769,-1.0303
1.34708,-1.03572
1.38024,-1.16095
1.30287,-1.16653
1.16991,-1.02513
1.35199,-1.02241
1.14124,-1.02746
1.19454,-1.10124
1.17568,-1.02596
1.1784,-1.09398
1.24154,-1.09716
1.30923,-1.05831
1.18352,-1.16033
1.21901,-1.05404
1.32988,-1.05029
1.368,-1.09292
1.24913,-1.1051
1.22433,-1.04566
1.20621,-1.02257
1.19346,-1.13384
1.20387,-1.02048
1.27098,-1.16625
1.2349,-1.06235
1.17937,-1.03134
1.27348,-1.03493
1.35607,-1.08622
1.1841,-1.31504
1.19398,-1.10636
1.31239,-1.15536
1.17053,-1.10161
1.22586,-1.06502
1.26959,-1.12073
1.16807,-1.09438
1.16657,-1.09269
1.28584,-1.139
1.17815,-1.15119
1.1645,-1.08558
1.22037,-1.11651
1.25928,-1.05989
1.15286,-1.08871
1.16014,-1.10785
1.18402,-1.04663
1.25368,-1.03555
1.147,-1.01253
1.30533,-1.0502
1.21716,-1.05229
1.29877,-1.11086
1.19667,-1.09514
1.19481,-1.10916
1.30255,-1.09304
1.1788,-1.10549
1.31552,-1.10723
1.21843,-1.14207
1.1892,-1.08261
1.22045,-1.10584
1.2294,-1.07902
1.18418,-1.04901
1.18527,-1.12373
1.20373,-1.19233
1.17057,-1.11641
1.27222,-1.17211
1.1754,-1.11128
1.33191,-1.17894
1.24837,-1.0609
1.30582,-1.01296
1.27203,-1.0098
1.21217,-1.04919
1.2382,-1.07451
1.26189,-1.06518
1.20093,-1.12289
1.1769,-1.10989
1.17683,-1.04489
1.23427,-1.14722
1.30076,-1.06657
1.31663,-1.10025
1.177,-1.05161
1.18445,-1.13586
1.27874,-1.08485
1.24524,-1.09274
1.1602,-1.11724
1.2808,-1.14872
1.18708,-1.03763
1.14819,-1.05755
1.24185,-1.08599
1.25865,-1.26379
1.2061,-1.06337
1.157,-1.05553
1.246,-1.0103
1.21227,-1.16897
1.19376,-1.09159
1.15282,-1.12841
1.22284,-1.06055
1.2156,-1.15291
1.23197,-1.05659
1.17608,-1.12755
1.14496,-1.04567
1.33131,-1.08397
1.15445,-1.08963
1.23956,-1.05831
1.21951,-1.21707
1.15606,-1.13917
1.20748,-1.07049
1.18549,-1.1045
1.19855,-1.13034
1.13062,-1.12308
1.33545,-1.09285
1.223,-1.09861
1.13879,-1.3141
1.36802,-1.04407
1.35241,-1.15535
1.23713,-1.12796
1.30275,-1.09334
1.23743,-1.18171
1.3946,-1.1737
1.24533,-1.07966
1.18122,-1.10268
1.19094,-1.06473
1.22803,-1.10509
1.15409,-1.16655
1.23134,-1.04856
1.18826,-1.06842
1.18098,-1.13494
1.2481,-1.10593
1.2331,-1.18344
1.27245,-1.01042
1.16315,-1.06927
1.19776,-0.941284
1.15015,-1.09043
1.20368,-1.11046
1.24126,-1.14181
1.22257,-1.13677
1.1732,-1.15637
1.20969,-1.08958
1.23019,-1.10888
1.31529,-1.07853
1.25882,-1.05269
1.23043,-1.15355
1.29205,-0.997574
1.30179,-1.22458
1.30078,-1.14584
1.24168,-1.08083
1.21427,-1.04041
1.17395,-1.02718
1.24753,-1.06997
1.26576,-0.96418
1.19572,-1.06735
1.33885,-0.979088
1.2086,-1.0149
1.23347,-1.04215
1.32232,-1.01276
1.39925,-1.06297
1.19313,-1.05832
1.28041,-1.06417
1.24939,-1.09502
1.14732,-1.01482
1.18655,-1.07329
1.17646,-1.08325
1.14293,-1.13302
1.28459,-1.06971
1.26426,-1.06472
1.2419,-1.04996
1.29617,-1.067
1.33967,-1.05443
1.17275,-1.15799
1.32428,-1.0286
1.23986,-1.10865
1.29709,-1.25452
1.18824,-1.08614
1.26625,-1.10293
1.22799,-1.10346
1.18264,-1.10956
1.24791,-1.15886
1.17619,-1.09545
1.27492,-1.00811
1.45803,-1.06597
1.22692,-1.0786
1.27121,-1.14666
1.30339,-1.05829
1.22226,-1.29341
1.17408,-1.10268
1.25662,-1.08705
1.20841,-1.05963
1.1891,-0.974164
1.28579,-1.14561
1.39645,-1.13306
1.30538,-1.02779
1.16684,-1.09755
1.18278,-0.965744
1.24981,-1.03249
1.32185,-1.10001
1.27327,-1.08329
1.23405,-1.10359
1.2834,-1.10276
1.24279,-1.07259
1.32483,-1.13999
1.18742,-1.08676
1.13948,-1.06765
1.2999,-1.04687
1.32207,-1.09877
1.42772,-1.08908
1.16666,-1.11656
1.21219,-1.08874
1.20548,-1.53949
1.19265,-1.13235
1.22282,-1.08986
1.34334,-1.03861
1.36047,-0.987798
1.36164,-1.08654
1.17071,-1.1162
1.17756,-1.04169
1.14719,-1.05885
1.18398,-1.06767
1.22993,-1.24568
1.16413,-1.1315
1.32623,-1.12584
1.29879,-1.09005
1.22414,-1.04109
1.25548,-1.05813
1.17463,-1.1876
1.20569,-1.01755
1.28267,-1.09291
1.18598,-1.04464
1.33583,-1.06079
